基因名称,基因ID,涉及其他数据库,涉及其他数据的编号,涉及其他数据库的链接（若有多个网址用分号分隔）
PSEN2 presenilin 2,5664,Ensembl,ENSG00000143801,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000143801
PSEN2 presenilin 2,5664,UniProt,P49810,https://www.uniprot.org/uniprot/P49810
RYR3 ryanodine receptor 3,6263,NCBI-GeneID,6263,https://www.ncbi.nlm.nih.gov/gene/6263
RYR3 ryanodine receptor 3,6263,NCBI-ProteinID,NP_001027,https://www.ncbi.nlm.nih.gov/protein/NP_001027
RYR3 ryanodine receptor 3,6263,OMIM,180903,https://omim.org/entry/180903
RYR3 ryanodine receptor 3,6263,HGNC,10485,https://www.genenames.org/tools/search/#!/?query=%2010485
RYR3 ryanodine receptor 3,6263,Ensembl,ENSG00000198838,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000198838
RYR3 ryanodine receptor 3,6263,UniProt,Q15413,https://www.uniprot.org/uniprot/Q15413
MCU mitochondrial calcium uniporter,90550,NCBI-GeneID,90550,https://www.ncbi.nlm.nih.gov/gene/90550
MCU mitochondrial calcium uniporter,90550,NCBI-ProteinID,NP_612366,https://www.ncbi.nlm.nih.gov/protein/NP_612366
MCU mitochondrial calcium uniporter,90550,OMIM,614197,https://omim.org/entry/614197
MCU mitochondrial calcium uniporter,90550,HGNC,23526,https://www.genenames.org/tools/search/#!/?query=%2023526
MCU mitochondrial calcium uniporter,90550,Ensembl,ENSG00000156026,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000156026
MCU mitochondrial calcium uniporter,90550,UniProt,Q8NE86,https://www.uniprot.org/uniprot/Q8NE86
VDAC1 voltage dependent anion channel 1,7416,NCBI-GeneID,7416,https://www.ncbi.nlm.nih.gov/gene/7416
VDAC1 voltage dependent anion channel 1,7416,NCBI-ProteinID,NP_003365,https://www.ncbi.nlm.nih.gov/protein/NP_003365
VDAC1 voltage dependent anion channel 1,7416,OMIM,604492,https://omim.org/entry/604492
VDAC1 voltage dependent anion channel 1,7416,HGNC,12669,https://www.genenames.org/tools/search/#!/?query=%2012669
VDAC1 voltage dependent anion channel 1,7416,Ensembl,ENSG00000213585,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000213585
VDAC1 voltage dependent anion channel 1,7416,UniProt,P21796 B3KTS5 A0A1L1UHR1,https://www.uniprot.org/uniprot/P21796; https://www.uniprot.org/uniprot/B3KTS5; https://www.uniprot.org/uniprot/A0A1L1UHR1
VDAC2 voltage dependent anion channel 2,7417,NCBI-GeneID,7417,https://www.ncbi.nlm.nih.gov/gene/7417
VDAC2 voltage dependent anion channel 2,7417,NCBI-ProteinID,NP_001171752,https://www.ncbi.nlm.nih.gov/protein/NP_001171752
VDAC2 voltage dependent anion channel 2,7417,OMIM,193245,https://omim.org/entry/193245
VDAC2 voltage dependent anion channel 2,7417,HGNC,12672,https://www.genenames.org/tools/search/#!/?query=%2012672
VDAC2 voltage dependent anion channel 2,7417,Ensembl,ENSG00000165637,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165637
VDAC2 voltage dependent anion channel 2,7417,UniProt,P45880 A0A024QZT0,https://www.uniprot.org/uniprot/P45880; https://www.uniprot.org/uniprot/A0A024QZT0
VDAC3 voltage dependent anion channel 3,7419,NCBI-GeneID,7419,https://www.ncbi.nlm.nih.gov/gene/7419
VDAC3 voltage dependent anion channel 3,7419,NCBI-ProteinID,NP_005653,https://www.ncbi.nlm.nih.gov/protein/NP_005653
VDAC3 voltage dependent anion channel 3,7419,OMIM,610029,https://omim.org/entry/610029
VDAC3 voltage dependent anion channel 3,7419,HGNC,12674,https://www.genenames.org/tools/search/#!/?query=%2012674
VDAC3 voltage dependent anion channel 3,7419,Ensembl,ENSG00000078668,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000078668
VDAC3 voltage dependent anion channel 3,7419,UniProt,Q9Y277,https://www.uniprot.org/uniprot/Q9Y277
SLC25A4 solute carrier family 25 member 4,291,NCBI-GeneID,291,https://www.ncbi.nlm.nih.gov/gene/291
SLC25A4 solute carrier family 25 member 4,291,NCBI-ProteinID,NP_001142,https://www.ncbi.nlm.nih.gov/protein/NP_001142
SLC25A4 solute carrier family 25 member 4,291,OMIM,103220,https://omim.org/entry/103220
SLC25A4 solute carrier family 25 member 4,291,HGNC,10990,https://www.genenames.org/tools/search/#!/?query=%2010990
SLC25A4 solute carrier family 25 member 4,291,Ensembl,ENSG00000151729,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151729
SLC25A4 solute carrier family 25 member 4,291,UniProt,P12235 A0A0S2Z3H3,https://www.uniprot.org/uniprot/P12235; https://www.uniprot.org/uniprot/A0A0S2Z3H3
SLC25A5 solute carrier family 25 member 5,292,NCBI-GeneID,292,https://www.ncbi.nlm.nih.gov/gene/292
SLC25A5 solute carrier family 25 member 5,292,NCBI-ProteinID,NP_001143,https://www.ncbi.nlm.nih.gov/protein/NP_001143
SLC25A5 solute carrier family 25 member 5,292,OMIM,300150,https://omim.org/entry/300150
SLC25A5 solute carrier family 25 member 5,292,HGNC,10991,https://www.genenames.org/tools/search/#!/?query=%2010991
SLC25A5 solute carrier family 25 member 5,292,Ensembl,ENSG00000005022,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000005022
SLC25A5 solute carrier family 25 member 5,292,UniProt,P05141 Q6NVC0,https://www.uniprot.org/uniprot/P05141; https://www.uniprot.org/uniprot/Q6NVC0
SLC25A6 solute carrier family 25 member 6,293,NCBI-GeneID,293,https://www.ncbi.nlm.nih.gov/gene/293
SLC25A6 solute carrier family 25 member 6,293,NCBI-ProteinID,NP_001627,https://www.ncbi.nlm.nih.gov/protein/NP_001627
SLC25A6 solute carrier family 25 member 6,293,OMIM,300151 403000,https://omim.org/entry/300151; https://omim.org/entry/403000
SLC25A6 solute carrier family 25 member 6,293,HGNC,10992,https://www.genenames.org/tools/search/#!/?query=%2010992
SLC25A6 solute carrier family 25 member 6,293,Ensembl,ENSG00000169100 ENSG00000292334,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000169100; https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000292334
SLC25A6 solute carrier family 25 member 6,293,UniProt,P12236 Q6I9V5,https://www.uniprot.org/uniprot/P12236; https://www.uniprot.org/uniprot/Q6I9V5
SLC25A31 solute carrier family 25 member 31,83447,NCBI-GeneID,83447,https://www.ncbi.nlm.nih.gov/gene/83447
SLC25A31 solute carrier family 25 member 31,83447,NCBI-ProteinID,NP_112581,https://www.ncbi.nlm.nih.gov/protein/NP_112581
SLC25A31 solute carrier family 25 member 31,83447,OMIM,610796,https://omim.org/entry/610796
SLC25A31 solute carrier family 25 member 31,83447,HGNC,25319,https://www.genenames.org/tools/search/#!/?query=%2025319
SLC25A31 solute carrier family 25 member 31,83447,Ensembl,ENSG00000151475,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151475
SLC25A31 solute carrier family 25 member 31,83447,UniProt,Q9H0C2,https://www.uniprot.org/uniprot/Q9H0C2
"CYCS cytochrome c, somatic",54205,NCBI-GeneID,54205,https://www.ncbi.nlm.nih.gov/gene/54205
"CYCS cytochrome c, somatic",54205,NCBI-ProteinID,NP_061820,https://www.ncbi.nlm.nih.gov/protein/NP_061820
"CYCS cytochrome c, somatic",54205,OMIM,123970,https://omim.org/entry/123970
"CYCS cytochrome c, somatic",54205,HGNC,19986,https://www.genenames.org/tools/search/#!/?query=%2019986
"CYCS cytochrome c, somatic",54205,Ensembl,ENSG00000172115,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000172115
"CYCS cytochrome c, somatic",54205,UniProt,P99999 G4XXL9,https://www.uniprot.org/uniprot/P99999; https://www.uniprot.org/uniprot/G4XXL9
APAF1 apoptotic peptidase activating factor 1,317,NCBI-GeneID,317,https://www.ncbi.nlm.nih.gov/gene/317
APAF1 apoptotic peptidase activating factor 1,317,NCBI-ProteinID,NP_863651,https://www.ncbi.nlm.nih.gov/protein/NP_863651
APAF1 apoptotic peptidase activating factor 1,317,OMIM,602233,https://omim.org/entry/602233
APAF1 apoptotic peptidase activating factor 1,317,HGNC,576,https://www.genenames.org/tools/search/#!/?query=%20576
APAF1 apoptotic peptidase activating factor 1,317,Ensembl,ENSG00000120868,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000120868
APAF1 apoptotic peptidase activating factor 1,317,UniProt,O14727,https://www.uniprot.org/uniprot/O14727
CASP9 caspase 9,842,NCBI-GeneID,842,https://www.ncbi.nlm.nih.gov/gene/842
CASP9 caspase 9,842,NCBI-ProteinID,NP_001220,https://www.ncbi.nlm.nih.gov/protein/NP_001220
CASP9 caspase 9,842,OMIM,602234,https://omim.org/entry/602234
CASP9 caspase 9,842,HGNC,1511,https://www.genenames.org/tools/search/#!/?query=%201511
CASP9 caspase 9,842,Ensembl,ENSG00000132906,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000132906
CASP9 caspase 9,842,UniProt,P55211,https://www.uniprot.org/uniprot/P55211
CASP3 caspase 3,836,NCBI-GeneID,836,https://www.ncbi.nlm.nih.gov/gene/836
CASP3 caspase 3,836,NCBI-ProteinID,NP_004337,https://www.ncbi.nlm.nih.gov/protein/NP_004337
CASP3 caspase 3,836,OMIM,600636,https://omim.org/entry/600636
CASP3 caspase 3,836,HGNC,1504,https://www.genenames.org/tools/search/#!/?query=%201504
CASP3 caspase 3,836,Ensembl,ENSG00000164305,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000164305
CASP3 caspase 3,836,UniProt,P42574,https://www.uniprot.org/uniprot/P42574
CASP7 caspase 7,840,NCBI-GeneID,840,https://www.ncbi.nlm.nih.gov/gene/840
CASP7 caspase 7,840,NCBI-ProteinID,NP_001218,https://www.ncbi.nlm.nih.gov/protein/NP_001218
CASP7 caspase 7,840,OMIM,601761,https://omim.org/entry/601761
CASP7 caspase 7,840,HGNC,1508,https://www.genenames.org/tools/search/#!/?query=%201508
CASP7 caspase 7,840,Ensembl,ENSG00000165806,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165806
CASP7 caspase 7,840,UniProt,P55210,https://www.uniprot.org/uniprot/P55210
APP amyloid beta precursor protein,351,NCBI-GeneID,351,https://www.ncbi.nlm.nih.gov/gene/351
APP amyloid beta precursor protein,351,NCBI-ProteinID,NP_000475,https://www.ncbi.nlm.nih.gov/protein/NP_000475
APP amyloid beta precursor protein,351,OMIM,104760,https://omim.org/entry/104760
APP amyloid beta precursor protein,351,HGNC,620,https://www.genenames.org/tools/search/#!/?query=%20620
APP amyloid beta precursor protein,351,Ensembl,ENSG00000142192,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000142192
APP amyloid beta precursor protein,351,CPD,C16514 C16515,https://www.kegg.jp/entry/hsa:351//entry/C16514; https://www.kegg.jp/entry/hsa:351//entry/C16515
APP amyloid beta precursor protein,351,UniProt,P05067 A0A140VJC8,https://www.uniprot.org/uniprot/P05067; https://www.uniprot.org/uniprot/A0A140VJC8
CHRM1 cholinergic receptor muscarinic 1,1128,NCBI-GeneID,1128,https://www.ncbi.nlm.nih.gov/gene/1128
CHRM1 cholinergic receptor muscarinic 1,1128,NCBI-ProteinID,NP_000729,https://www.ncbi.nlm.nih.gov/protein/NP_000729
CHRM1 cholinergic receptor muscarinic 1,1128,OMIM,118510,https://omim.org/entry/118510
CHRM1 cholinergic receptor muscarinic 1,1128,HGNC,1950,https://www.genenames.org/tools/search/#!/?query=%201950
CHRM1 cholinergic receptor muscarinic 1,1128,Ensembl,ENSG00000168539,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000168539
CHRM1 cholinergic receptor muscarinic 1,1128,UniProt,P11229 Q53XZ3,https://www.uniprot.org/uniprot/P11229; https://www.uniprot.org/uniprot/Q53XZ3
CHRM3 cholinergic receptor muscarinic 3,1131,NCBI-GeneID,1131,https://www.ncbi.nlm.nih.gov/gene/1131
CHRM3 cholinergic receptor muscarinic 3,1131,NCBI-ProteinID,NP_000731,https://www.ncbi.nlm.nih.gov/protein/NP_000731
CHRM3 cholinergic receptor muscarinic 3,1131,OMIM,118494,https://omim.org/entry/118494
CHRM3 cholinergic receptor muscarinic 3,1131,HGNC,1952,https://www.genenames.org/tools/search/#!/?query=%201952
CHRM3 cholinergic receptor muscarinic 3,1131,Ensembl,ENSG00000133019,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000133019
CHRM3 cholinergic receptor muscarinic 3,1131,UniProt,P20309,https://www.uniprot.org/uniprot/P20309
CHRM5 cholinergic receptor muscarinic 5,1133,NCBI-GeneID,1133,https://www.ncbi.nlm.nih.gov/gene/1133
CHRM5 cholinergic receptor muscarinic 5,1133,NCBI-ProteinID,NP_001307846,https://www.ncbi.nlm.nih.gov/protein/NP_001307846
CHRM5 cholinergic receptor muscarinic 5,1133,OMIM,118496,https://omim.org/entry/118496
CHRM5 cholinergic receptor muscarinic 5,1133,HGNC,1954,https://www.genenames.org/tools/search/#!/?query=%201954
CHRM5 cholinergic receptor muscarinic 5,1133,Ensembl,ENSG00000184984,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000184984
CHRM5 cholinergic receptor muscarinic 5,1133,UniProt,P08912,https://www.uniprot.org/uniprot/P08912
GNAQ G protein subunit alpha q,2776,NCBI-GeneID,2776,https://www.ncbi.nlm.nih.gov/gene/2776
GNAQ G protein subunit alpha q,2776,NCBI-ProteinID,NP_002063,https://www.ncbi.nlm.nih.gov/protein/NP_002063
GNAQ G protein subunit alpha q,2776,OMIM,600998,https://omim.org/entry/600998
GNAQ G protein subunit alpha q,2776,HGNC,4390,https://www.genenames.org/tools/search/#!/?query=%204390
GNAQ G protein subunit alpha q,2776,Ensembl,ENSG00000156052,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000156052
GNAQ G protein subunit alpha q,2776,UniProt,P50148 A0A024R240,https://www.uniprot.org/uniprot/P50148; https://www.uniprot.org/uniprot/A0A024R240
PLCB1 phospholipase C beta 1,23236,NCBI-GeneID,23236,https://www.ncbi.nlm.nih.gov/gene/23236
PLCB1 phospholipase C beta 1,23236,NCBI-ProteinID,NP_056007,https://www.ncbi.nlm.nih.gov/protein/NP_056007
PLCB1 phospholipase C beta 1,23236,OMIM,607120,https://omim.org/entry/607120
PLCB1 phospholipase C beta 1,23236,HGNC,15917,https://www.genenames.org/tools/search/#!/?query=%2015917
PLCB1 phospholipase C beta 1,23236,Ensembl,ENSG00000182621,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000182621
PLCB1 phospholipase C beta 1,23236,UniProt,Q9NQ66,https://www.uniprot.org/uniprot/Q9NQ66
PLCB2 phospholipase C beta 2,5330,NCBI-GeneID,5330,https://www.ncbi.nlm.nih.gov/gene/5330
PLCB2 phospholipase C beta 2,5330,NCBI-ProteinID,NP_004564,https://www.ncbi.nlm.nih.gov/protein/NP_004564
PLCB2 phospholipase C beta 2,5330,OMIM,604114,https://omim.org/entry/604114
PLCB2 phospholipase C beta 2,5330,HGNC,9055,https://www.genenames.org/tools/search/#!/?query=%209055
PLCB2 phospholipase C beta 2,5330,Ensembl,ENSG00000137841,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000137841
PLCB2 phospholipase C beta 2,5330,UniProt,Q00722 Q59F77,https://www.uniprot.org/uniprot/Q00722; https://www.uniprot.org/uniprot/Q59F77
PLCB3 phospholipase C beta 3,5331,NCBI-GeneID,5331,https://www.ncbi.nlm.nih.gov/gene/5331
PLCB3 phospholipase C beta 3,5331,NCBI-ProteinID,NP_000923,https://www.ncbi.nlm.nih.gov/protein/NP_000923
PLCB3 phospholipase C beta 3,5331,OMIM,600230,https://omim.org/entry/600230
PLCB3 phospholipase C beta 3,5331,HGNC,9056,https://www.genenames.org/tools/search/#!/?query=%209056
PLCB3 phospholipase C beta 3,5331,Ensembl,ENSG00000149782,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000149782
PLCB3 phospholipase C beta 3,5331,UniProt,Q01970,https://www.uniprot.org/uniprot/Q01970
PLCB4 phospholipase C beta 4,5332,NCBI-GeneID,5332,https://www.ncbi.nlm.nih.gov/gene/5332
PLCB4 phospholipase C beta 4,5332,NCBI-ProteinID,NP_877949,https://www.ncbi.nlm.nih.gov/protein/NP_877949
PLCB4 phospholipase C beta 4,5332,OMIM,600810,https://omim.org/entry/600810
PLCB4 phospholipase C beta 4,5332,HGNC,9059,https://www.genenames.org/tools/search/#!/?query=%209059
PLCB4 phospholipase C beta 4,5332,Ensembl,ENSG00000101333,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000101333
PLCB4 phospholipase C beta 4,5332,UniProt,Q15147,https://www.uniprot.org/uniprot/Q15147
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,NCBI-GeneID,3708,https://www.ncbi.nlm.nih.gov/gene/3708
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,NCBI-ProteinID,NP_001161744,https://www.ncbi.nlm.nih.gov/protein/NP_001161744
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,OMIM,147265,https://omim.org/entry/147265
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,HGNC,6180,https://www.genenames.org/tools/search/#!/?query=%206180
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,Ensembl,ENSG00000150995,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000150995
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,UniProt,Q14643,https://www.uniprot.org/uniprot/Q14643
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,NCBI-GeneID,3709,https://www.ncbi.nlm.nih.gov/gene/3709
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,NCBI-ProteinID,NP_002214,https://www.ncbi.nlm.nih.gov/protein/NP_002214
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,OMIM,600144,https://omim.org/entry/600144
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,HGNC,6181,https://www.genenames.org/tools/search/#!/?query=%206181
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,Ensembl,ENSG00000123104,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000123104
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,UniProt,Q14571,https://www.uniprot.org/uniprot/Q14571
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,NCBI-GeneID,3710,https://www.ncbi.nlm.nih.gov/gene/3710
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,NCBI-ProteinID,NP_002215,https://www.ncbi.nlm.nih.gov/protein/NP_002215
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,OMIM,147267,https://omim.org/entry/147267
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,HGNC,6182,https://www.genenames.org/tools/search/#!/?query=%206182
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,Ensembl,ENSG00000096433,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000096433
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,UniProt,Q14573 A6H8K3 Q59ES2,https://www.uniprot.org/uniprot/Q14573; https://www.uniprot.org/uniprot/A6H8K3; https://www.uniprot.org/uniprot/Q59ES2
MCU mitochondrial calcium uniporter,90550,NCBI-GeneID,90550,https://www.ncbi.nlm.nih.gov/gene/90550
MCU mitochondrial calcium uniporter,90550,NCBI-ProteinID,NP_612366,https://www.ncbi.nlm.nih.gov/protein/NP_612366
MCU mitochondrial calcium uniporter,90550,OMIM,614197,https://omim.org/entry/614197
MCU mitochondrial calcium uniporter,90550,HGNC,23526,https://www.genenames.org/tools/search/#!/?query=%2023526
MCU mitochondrial calcium uniporter,90550,Ensembl,ENSG00000156026,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000156026
MCU mitochondrial calcium uniporter,90550,UniProt,Q8NE86,https://www.uniprot.org/uniprot/Q8NE86
VDAC1 voltage dependent anion channel 1,7416,NCBI-GeneID,7416,https://www.ncbi.nlm.nih.gov/gene/7416
VDAC1 voltage dependent anion channel 1,7416,NCBI-ProteinID,NP_003365,https://www.ncbi.nlm.nih.gov/protein/NP_003365
VDAC1 voltage dependent anion channel 1,7416,OMIM,604492,https://omim.org/entry/604492
VDAC1 voltage dependent anion channel 1,7416,HGNC,12669,https://www.genenames.org/tools/search/#!/?query=%2012669
VDAC1 voltage dependent anion channel 1,7416,Ensembl,ENSG00000213585,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000213585
VDAC1 voltage dependent anion channel 1,7416,UniProt,P21796 B3KTS5 A0A1L1UHR1,https://www.uniprot.org/uniprot/P21796; https://www.uniprot.org/uniprot/B3KTS5; https://www.uniprot.org/uniprot/A0A1L1UHR1
VDAC2 voltage dependent anion channel 2,7417,NCBI-GeneID,7417,https://www.ncbi.nlm.nih.gov/gene/7417
VDAC2 voltage dependent anion channel 2,7417,NCBI-ProteinID,NP_001171752,https://www.ncbi.nlm.nih.gov/protein/NP_001171752
VDAC2 voltage dependent anion channel 2,7417,OMIM,193245,https://omim.org/entry/193245
VDAC2 voltage dependent anion channel 2,7417,HGNC,12672,https://www.genenames.org/tools/search/#!/?query=%2012672
VDAC2 voltage dependent anion channel 2,7417,Ensembl,ENSG00000165637,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165637
VDAC2 voltage dependent anion channel 2,7417,UniProt,P45880 A0A024QZT0,https://www.uniprot.org/uniprot/P45880; https://www.uniprot.org/uniprot/A0A024QZT0
